"","Tissue","eRNA_ID","Age_Rs","Age_FDR","BMI_Rs","BMI_FDR","Height_Rs","Height_FDR","Weight_Rs","Weight_FDR","Gender_Fold","Gender_FDR","Race_F","Race_FDR"
"Artery_tib ENSR00000143205","Artery_tib","ENSR00000143205","","","","","","","","","","","9.1136","<0.0001"
"Artery_tib ENSR00000143206","Artery_tib","ENSR00000143206","","","","","","","","","","","8.6423","<0.0001"
"Artery_tib ENSR00000143207","Artery_tib","ENSR00000143207","","","","","","","","","","","6.0932","<0.0001"
"Artery_tib ENSR00000144539","Artery_tib","ENSR00000144539","","","","","","","","","","","24.4344","0"
"Artery_tib ENSR00000144540","Artery_tib","ENSR00000144540","","","","","","","","","","","23.6946","0"
"Artery_tib ENSR00000145329","Artery_tib","ENSR00000145329","","","","","","","","","","","4.6836","<0.0001"
"Artery_tib ENSR00000151180","Artery_tib","ENSR00000151180","","","","","","","","","","","5.2352","<0.0001"
"Artery_tib ENSR00000151515","Artery_tib","ENSR00000151515","","","","","","","","","","","4.757","<0.0001"
"Artery_tib ENSR00000152623","Artery_tib","ENSR00000152623","","","","","","","","","","","5.505","<0.0001"
"Artery_tib ENSR00000153497","Artery_tib","ENSR00000153497","","","","","","","","","","","4.6915","<0.0001"
"Artery_tib ENSR00000156405","Artery_tib","ENSR00000156405","","","","","","","","","","","4.6774","<0.0001"
"Artery_tib ENSR00000160751","Artery_tib","ENSR00000160751","","","","","","","","","","","4.4796","<0.0001"
"Artery_tib ENSR00000160754","Artery_tib","ENSR00000160754","","","","","","","","","","","5.4612","<0.0001"
"Artery_tib ENSR00000160755","Artery_tib","ENSR00000160755","","","","","","","","","","","6.2856","<0.0001"
"Artery_tib ENSR00000160756","Artery_tib","ENSR00000160756","","","","","","","","","","","6.3148","<0.0001"
"Artery_tib ENSR00000160767","Artery_tib","ENSR00000160767","","","","","","","","","","","4.5474","<0.0001"
"Artery_tib ENSR00000161120","Artery_tib","ENSR00000161120","","","","","","","","","","","6.4942","<0.0001"
"Artery_tib ENSR00000161121","Artery_tib","ENSR00000161121","","","","","","","","","","","5.277","<0.0001"
"Artery_tib ENSR00000163472","Artery_tib","ENSR00000163472","","","","","","","","","","","4.9532","<0.0001"
"Artery_tib ENSR00000163474","Artery_tib","ENSR00000163474","","","","","","","","","","","6.3281","<0.0001"
"Artery_tib ENSR00000163475","Artery_tib","ENSR00000163475","","","","","","","","","","","6.3068","<0.0001"
"Artery_tib ENSR00000163483","Artery_tib","ENSR00000163483","","","","","","","","","","","5.537","<0.0001"
"Artery_tib ENSR00000163486","Artery_tib","ENSR00000163486","","","","","","","","","","","4.965","<0.0001"
"Artery_tib ENSR00000163490","Artery_tib","ENSR00000163490","","","","","","","","","","","6.3824","<0.0001"
"Artery_tib ENSR00000163509","Artery_tib","ENSR00000163509","","","","","","","","","","","5.3484","<0.0001"
"Artery_tib ENSR00000163510","Artery_tib","ENSR00000163510","","","","","","","","","","","5.1221","<0.0001"
"Artery_tib ENSR00000163559","Artery_tib","ENSR00000163559","","","","","","","","","","","5.8033","<0.0001"
"Artery_tib ENSR00000163574","Artery_tib","ENSR00000163574","","","","","","","","","","","4.6266","<0.0001"
"Artery_tib ENSR00000163577","Artery_tib","ENSR00000163577","","","","","","","","","","","5.2511","<0.0001"
"Artery_tib ENSR00000164808","Artery_tib","ENSR00000164808","","","","","","","","","","","15.4986","0"
"Artery_tib ENSR00000165835","Artery_tib","ENSR00000165835","","","","","","","","","","","5.5784","<0.0001"
"Artery_tib ENSR00000165836","Artery_tib","ENSR00000165836","","","","","","","","","","","5.0612","<0.0001"
"Artery_tib ENSR00000166160","Artery_tib","ENSR00000166160","","","","","","","","","","","5.7055","<0.0001"
"Artery_tib ENSR00000166166","Artery_tib","ENSR00000166166","","","","","","","","","","","7.1942","<0.0001"
"Artery_tib ENSR00000169778","Artery_tib","ENSR00000169778","","","","","","","","","","","11.2378","1e-04"
"Artery_tib ENSR00000169780","Artery_tib","ENSR00000169780","","","","","","","","","","","7.626","<0.0001"
"Artery_tib ENSR00000169781","Artery_tib","ENSR00000169781","","","","","","","","","","","9.9836","<0.0001"
"Artery_tib ENSR00000170484","Artery_tib","ENSR00000170484","","","","","","","","","","","4.8873","<0.0001"
"Artery_tib ENSR00000172452","Artery_tib","ENSR00000172452","","","","","","","","","","","4.5908","<0.0001"
"Artery_tib ENSR00000174031","Artery_tib","ENSR00000174031","","","","","","","","","","","4.5329","<0.0001"
"Artery_tib ENSR00000175457","Artery_tib","ENSR00000175457","","","","","","","","","","","14.2362","0"
"Artery_tib ENSR00000177086","Artery_tib","ENSR00000177086","","","","","","","","","","","5.5518","<0.0001"
"Artery_tib ENSR00000177087","Artery_tib","ENSR00000177087","","","","","","","","","","","4.8849","<0.0001"
"Artery_tib ENSR00000177392","Artery_tib","ENSR00000177392","","","","","","","","","","","5.7107","<0.0001"
"Artery_tib ENSR00000179109","Artery_tib","ENSR00000179109","","","","","","","","","","","4.495","<0.0001"
"Artery_tib ENSR00000180235","Artery_tib","ENSR00000180235","","","","","","","","","","","4.7583","<0.0001"
"Artery_tib ENSR00000181201","Artery_tib","ENSR00000181201","","","","","","","","","","","5.5671","<0.0001"
"Artery_tib ENSR00000182061","Artery_tib","ENSR00000182061","","","","","","","","","","","6.2396","<0.0001"
"Artery_tib ENSR00000182109","Artery_tib","ENSR00000182109","","","","","","","","","","","4.8571","<0.0001"
"Artery_tib ENSR00000184232","Artery_tib","ENSR00000184232","","","","","","","","","","","4.4963","<0.0001"
"Artery_tib ENSR00000184341","Artery_tib","ENSR00000184341","","","","","","","","","","","8.6989","<0.0001"
"Artery_tib ENSR00000184552","Artery_tib","ENSR00000184552","","","","","","","","","","","4.4966","<0.0001"
"Artery_tib ENSR00000189547","Artery_tib","ENSR00000189547","","","","","","","","","","","4.7212","<0.0001"
"Artery_tib ENSR00000189548","Artery_tib","ENSR00000189548","","","","","","","","","","","4.8218","<0.0001"
"Artery_tib ENSR00000189739","Artery_tib","ENSR00000189739","","","","","","","","","","","5.4652","<0.0001"
"Artery_tib ENSR00000193296","Artery_tib","ENSR00000193296","","","","","","","","","","","5.2979","<0.0001"
"Artery_tib ENSR00000193297","Artery_tib","ENSR00000193297","","","","","","","","","","","5.369","<0.0001"
"Artery_tib ENSR00000193298","Artery_tib","ENSR00000193298","","","","","","","","","","","5.5821","<0.0001"
"Artery_tib ENSR00000193305","Artery_tib","ENSR00000193305","","","","","","","","","","","4.7535","<0.0001"
"Artery_tib ENSR00000193413","Artery_tib","ENSR00000193413","","","","","","","","","","","4.581","<0.0001"
"Artery_tib ENSR00000194930","Artery_tib","ENSR00000194930","","","","","","","","","","","9.2712","<0.0001"
"Artery_tib ENSR00000200855","Artery_tib","ENSR00000200855","","","","","","","","","","","6.2241","<0.0001"
"Artery_tib ENSR00000200856","Artery_tib","ENSR00000200856","","","","","","","","","","","6.4871","<0.0001"
"Artery_tib ENSR00000200857","Artery_tib","ENSR00000200857","","","","","","","","","","","10.0525","<0.0001"
"Artery_tib ENSR00000200858","Artery_tib","ENSR00000200858","","","","","","","","","","","6.5893","<0.0001"
"Artery_tib ENSR00000202216","Artery_tib","ENSR00000202216","","","","","","","","","","","8.8195","<0.0001"
"Artery_tib ENSR00000203359","Artery_tib","ENSR00000203359","","","","","","","","","","","4.8607","<0.0001"
"Artery_tib ENSR00000206373","Artery_tib","ENSR00000206373","","","","","","","","","","","4.597","<0.0001"
"Artery_tib ENSR00000206374","Artery_tib","ENSR00000206374","","","","","","","","","","","4.7657","<0.0001"
"Artery_tib ENSR00000206375","Artery_tib","ENSR00000206375","","","","","","","","","","","4.6383","<0.0001"
"Artery_tib ENSR00000206376","Artery_tib","ENSR00000206376","","","","","","","","","","","4.9364","<0.0001"
"Artery_tib ENSR00000211301","Artery_tib","ENSR00000211301","","","","","","","","","","","4.6092","<0.0001"
"Artery_tib ENSR00000211361","Artery_tib","ENSR00000211361","","","","","","","","","","","14.6686","0"
"Artery_tib ENSR00000211362","Artery_tib","ENSR00000211362","","","","","","","","","","","15.903","0"
"Artery_tib ENSR00000211363","Artery_tib","ENSR00000211363","","","","","","","","","","","15.4533","0"
"Artery_tib ENSR00000211368","Artery_tib","ENSR00000211368","","","","","","","","","","","12.6383","0"
"Artery_tib ENSR00000211369","Artery_tib","ENSR00000211369","","","","","","","","","","","9.9876","<0.0001"
"Artery_tib ENSR00000212623","Artery_tib","ENSR00000212623","","","","","","","","","","","4.561","<0.0001"
"Artery_tib ENSR00000212624","Artery_tib","ENSR00000212624","","","","","","","","","","","4.5027","<0.0001"
"Artery_tib ENSR00000212625","Artery_tib","ENSR00000212625","","","","","","","","","","","4.8948","<0.0001"
"Artery_tib ENSR00000212626","Artery_tib","ENSR00000212626","","","","","","","","","","","5.4641","<0.0001"
"Artery_tib ENSR00000213337","Artery_tib","ENSR00000213337","","","","","","","","","","","5.6404","<0.0001"
"Artery_tib ENSR00000213949","Artery_tib","ENSR00000213949","","","","","","","","","","","5.2496","<0.0001"
"Artery_tib ENSR00000213950","Artery_tib","ENSR00000213950","","","","","","","","","","","5.4603","<0.0001"
"Artery_tib ENSR00000216129","Artery_tib","ENSR00000216129","","","","","","","","","","","5.7098","<0.0001"
"Artery_tib ENSR00000216150","Artery_tib","ENSR00000216150","","","","","","","","","","","4.5159","<0.0001"
"Artery_tib ENSR00000218517","Artery_tib","ENSR00000218517","","","","","","","","","","","6.6733","<0.0001"
"Artery_tib ENSR00000218518","Artery_tib","ENSR00000218518","","","","","","","","","","","6.6311","<0.0001"
"Artery_tib ENSR00000218789","Artery_tib","ENSR00000218789","","","","","","","","","","","4.9833","<0.0001"
"Artery_tib ENSR00000220199","Artery_tib","ENSR00000220199","","","","","","","","","","","7.0965","<0.0001"
"Artery_tib ENSR00000220405","Artery_tib","ENSR00000220405","","","","","","","","","","","5.917","<0.0001"
"Artery_tib ENSR00000223066","Artery_tib","ENSR00000223066","","","","","","","","","","","6.687","<0.0001"
"Artery_tib ENSR00000223067","Artery_tib","ENSR00000223067","","","","","","","","","","","5.8666","<0.0001"
"Artery_tib ENSR00000223075","Artery_tib","ENSR00000223075","","","","","","","","","","","4.7071","<0.0001"
"Artery_tib ENSR00000223076","Artery_tib","ENSR00000223076","","","","","","","","","","","4.8325","<0.0001"
"Artery_tib ENSR00000223077","Artery_tib","ENSR00000223077","","","","","","","","","","","5.0236","<0.0001"
"Artery_tib ENSR00000223078","Artery_tib","ENSR00000223078","","","","","","","","","","","7.4885","<0.0001"
"Artery_tib ENSR00000223104","Artery_tib","ENSR00000223104","","","","","","","","","","","4.4687","<0.0001"
"Artery_tib ENSR00000224256","Artery_tib","ENSR00000224256","","","","","","","","","","","5.228","<0.0001"
"Artery_tib ENSR00000224257","Artery_tib","ENSR00000224257","","","","","","","","","","","5.0949","<0.0001"
"Artery_tib ENSR00000226791","Artery_tib","ENSR00000226791","","","","","","","","","","","7.1053","<0.0001"
"Artery_tib ENSR00000226792","Artery_tib","ENSR00000226792","","","","","","","","","","","5.7565","<0.0001"
"Artery_tib ENSR00000226867","Artery_tib","ENSR00000226867","","","","","","","","","","","6.8053","<0.0001"
"Artery_tib ENSR00000228131","Artery_tib","ENSR00000228131","","","","","","","","","","","10.9994","<0.0001"
"Artery_tib ENSR00000229391","Artery_tib","ENSR00000229391","","","","","","","","","","","5.2243","<0.0001"
"Artery_tib ENSR00000229517","Artery_tib","ENSR00000229517","","","","","","","","","","","5.0795","<0.0001"
"Artery_tib ENSR00000229518","Artery_tib","ENSR00000229518","","","","","","","","","","","5.3639","<0.0001"
"Artery_tib ENSR00000229519","Artery_tib","ENSR00000229519","","","","","","","","","","","4.9104","<0.0001"
"Artery_tib ENSR00000229520","Artery_tib","ENSR00000229520","","","","","","","","","","","4.4727","<0.0001"
"Artery_tib ENSR00000229530","Artery_tib","ENSR00000229530","","","","","","","","","","","4.4904","<0.0001"
"Artery_tib ENSR00000229546","Artery_tib","ENSR00000229546","","","","","","","","","","","7.009","<0.0001"
"Artery_tib ENSR00000229547","Artery_tib","ENSR00000229547","","","","","","","","","","","6.2466","<0.0001"
"Artery_tib ENSR00000229548","Artery_tib","ENSR00000229548","","","","","","","","","","","6.191","<0.0001"
"Artery_tib ENSR00000232792","Artery_tib","ENSR00000232792","","","","","","","","","","","7.3603","<0.0001"
"Artery_tib ENSR00000232796","Artery_tib","ENSR00000232796","","","","","","","","","","","5.3558","<0.0001"
"Artery_tib ENSR00000239785","Artery_tib","ENSR00000239785","","","","","","","","","","","5.9566","<0.0001"
"Artery_tib ENSR00000245295","Artery_tib","ENSR00000245295","","","","","","","","","","","7.0952","<0.0001"
"Artery_tib ENSR00000245643","Artery_tib","ENSR00000245643","","","","","","","","","","","4.5128","<0.0001"
"Artery_tib ENSR00000250782","Artery_tib","ENSR00000250782","","","","","","","","","","","4.8475","<0.0001"
"Artery_tib ENSR00000252601","Artery_tib","ENSR00000252601","","","","","","","","","","","5.8413","<0.0001"
"Artery_tib ENSR00000252602","Artery_tib","ENSR00000252602","","","","","","","","","","","5.4963","<0.0001"
"Artery_tib ENSR00000253459","Artery_tib","ENSR00000253459","","","","","","","","","","","4.7294","<0.0001"
"Artery_tib ENSR00000253942","Artery_tib","ENSR00000253942","","","","","","","","","","","5.6736","<0.0001"
"Artery_tib ENSR00000253957","Artery_tib","ENSR00000253957","","","","","","","","","","","5.8836","<0.0001"
"Artery_tib ENSR00000253967","Artery_tib","ENSR00000253967","","","","","","","","","","","7.5552","<0.0001"
"Artery_tib ENSR00000254350","Artery_tib","ENSR00000254350","","","","","","","","","","","6.554","<0.0001"
"Artery_tib ENSR00000254351","Artery_tib","ENSR00000254351","","","","","","","","","","","5.6923","<0.0001"
"Artery_tib ENSR00000254352","Artery_tib","ENSR00000254352","","","","","","","","","","","5.2566","<0.0001"
"Artery_tib ENSR00000254366","Artery_tib","ENSR00000254366","","","","","","","","","","","4.7227","<0.0001"
"Artery_tib ENSR00000254367","Artery_tib","ENSR00000254367","","","","","","","","","","","5.6718","<0.0001"
"Artery_tib ENSR00000254368","Artery_tib","ENSR00000254368","","","","","","","","","","","6.5102","<0.0001"
"Artery_tib ENSR00000255361","Artery_tib","ENSR00000255361","","","","","","","","","","","12.3927","0"
"Artery_tib ENSR00000255536","Artery_tib","ENSR00000255536","","","","","","","","","","","4.8849","<0.0001"
"Artery_tib ENSR00000256151","Artery_tib","ENSR00000256151","","","","","","","","","","","5.6525","<0.0001"
"Artery_tib ENSR00000260412","Artery_tib","ENSR00000260412","","","","","","","","","","","5.9481","<0.0001"
"Artery_tib ENSR00000260642","Artery_tib","ENSR00000260642","","","","","","","","","","","7.484","<0.0001"
"Artery_tib ENSR00000263548","Artery_tib","ENSR00000263548","","","","","","","","","","","10.0596","<0.0001"
"Artery_tib ENSR00000265192","Artery_tib","ENSR00000265192","","","","","","","","","","","5.2792","<0.0001"
"Artery_tib ENSR00000265309","Artery_tib","ENSR00000265309","","","","","","","","","","","5.0424","<0.0001"
"Artery_tib ENSR00000275069","Artery_tib","ENSR00000275069","","","","","","","","","","","5.5424","<0.0001"
"Artery_tib ENSR00000276842","Artery_tib","ENSR00000276842","","","","","","","","","","","6.2575","<0.0001"
"Artery_tib ENSR00000277919","Artery_tib","ENSR00000277919","","","","","","","","","","","6.5097","<0.0001"
"Artery_tib ENSR00000279134","Artery_tib","ENSR00000279134","","","","","","","","","","","6.249","<0.0001"
"Artery_tib ENSR00000279258","Artery_tib","ENSR00000279258","","","","","","","","","","","8.5131","<0.0001"
"Artery_tib ENSR00000282730","Artery_tib","ENSR00000282730","","","","","","","","","","","4.6034","<0.0001"
"Artery_tib ENSR00000283435","Artery_tib","ENSR00000283435","","","","","","","","","","","4.992","<0.0001"
"Artery_tib ENSR00000284872","Artery_tib","ENSR00000284872","","","","","","","","","","","5.3193","<0.0001"
"Artery_tib ENSR00000290784","Artery_tib","ENSR00000290784","","","","","","","","","","","5.1948","<0.0001"
"Artery_tib ENSR00000290786","Artery_tib","ENSR00000290786","","","","","","","","","","","6.1871","<0.0001"
"Artery_tib ENSR00000292885","Artery_tib","ENSR00000292885","","","","","","","","","","","6.1922","<0.0001"
"Artery_tib ENSR00000293273","Artery_tib","ENSR00000293273","","","","","","","","","","","4.9712","<0.0001"
"Artery_tib ENSR00000296729","Artery_tib","ENSR00000296729","","","","","","","","","","","4.6027","<0.0001"
"Artery_tib ENSR00000296730","Artery_tib","ENSR00000296730","","","","","","","","","","","4.7961","<0.0001"
"Artery_tib ENSR00000302345","Artery_tib","ENSR00000302345","","","","","","","","","","","10.4823","<0.0001"
"Artery_tib ENSR00000302346","Artery_tib","ENSR00000302346","","","","","","","","","","","11.5077","1e-04"
"Artery_tib ENSR00000303624","Artery_tib","ENSR00000303624","","","","","","","","","","","5.23","<0.0001"
